,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start.Date,Completion.Date,Last.Update.Posted,Locations,URL,MapCountry,Drugonly,Month,Completion.Year,day_of_week
3824,3825,Study of Clinical and Immune Severity Profiles of Patients Infected With SARS-Cov2 (COVID-19),Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,100.0,"April 21, 2020",2022-04-21,"May 14, 2020","Percy Military Teaching Hospital, Clamart, France|Bégin Military Teaching Hospital, Saint-Mandé, France",https://ClinicalTrials.gov/show/NCT04365166,France,,4.0,2022,Thursday
3825,3826,Stem Cell Educator Therapy Treat the Viral Inflammation in COVID-19,Not yet recruiting,Combination Product: Stem Cell Educator-Treated Mononuclear Cells Apheresis,All,18 Years to 60 Years   (Adult),Phase 2,20.0,"November 10, 2020",2021-11-10,"October 27, 2020",,https://ClinicalTrials.gov/show/NCT04299152,Undefined,,11.0,2021,Wednesday
3826,3827,Functional Exhaustion of T Cells in COVID19 Patients,Recruiting,Diagnostic Test: Flow cytometry,All,"Child, Adult, Older Adult",,100.0,"July 22, 2020",2020-11-01,"August 6, 2020","Faculty of Medicine, Assiut, Egypt",https://ClinicalTrials.gov/show/NCT04470323,Egypt,,11.0,2020,Sunday
3827,3828,Pilot Feasibility Study of Remote Problem Management Plus for Adults Affected by COVID-19,Not yet recruiting,Behavioral: Remote Problem Management Plus,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,November 2020,2021-09-01,"November 9, 2020",,https://ClinicalTrials.gov/show/NCT04617262,Undefined,,9.0,2021,Wednesday
3828,3829,Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19,Recruiting,Drug: Nitric Oxide Gas,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,200.0,"March 21, 2020",2022-03-21,"July 14, 2020","University of Alabama, Birmingham, Alabama, United States|Louisiana State University Health Shreveport, Shreveport, Louisiana, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04306393,Israel,Nitric Oxide Gas,3.0,2022,Monday
3829,3830,Psychological Impact of COVID19 Among Doctors in Assiut University Hospitals,Not yet recruiting,Other: maslach burnout inventory questionnair,All,"22 Years and older   (Adult, Older Adult)",,250.0,July 2020,2021-06-01,"July 8, 2020",,https://ClinicalTrials.gov/show/NCT04363229,Undefined,,6.0,2021,Tuesday
3830,3831,Quality of Life and Patient-centered Outcomes After ICU Admission for COVID-19,Not yet recruiting,Other: COVID-19 Pneumonia,All,"18 Years and older   (Adult, Older Adult)",,230.0,"June 15, 2020",2022-10-01,"June 17, 2020","Centro Hospitalar Universitário do Algarve, Faro, Algarve, Portugal|Hospital de São Francisco Xavier, Lisbon, Portugal|Centro Hospitalar Universitário de São João, Porto, Portugal|Centro Hospitalar Universitário do Porto - Hospital de Santo António, Porto, Portugal",https://ClinicalTrials.gov/show/NCT04416464,Portugal,,10.0,2022,Saturday
3831,3832,Prevalence and Risk Factors for Venous Thromboembolic Events in Critically Ill Patients With COVID-19,Completed,Other: Ultrasonography,All,"18 Years and older   (Adult, Older Adult)",,80.0,"March 3, 2020",2020-05-28,"September 29, 2020","Ospedale Regionale di Bellinzona e Valli, Bellinzona, Ticino, Switzerland",https://ClinicalTrials.gov/show/NCT04567927,Switzerland,,5.0,2020,Thursday
3832,3833,The Effect of D3 on Selected Cytokines Involved in Cytokine Storm in the Covid-19 Uninfected Jordanian People,Enrolling by invitation,Dietary Supplement: Vitamin D3,All,"30 Years to 66 Years   (Adult, Older Adult)",Not Applicable,100.0,"October 5, 2020",2021-02-20,"December 8, 2020","Mahmoud S Abu-Samak, Amman, Jordan",https://ClinicalTrials.gov/show/NCT04476745,Jordan,,2.0,2021,Saturday
3833,3834,At Home Monitoring for Patients With Covid19,Not yet recruiting,Device: Covidfree@home,All,"Child, Adult, Older Adult",Not Applicable,1000.0,"October 16, 2020",2023-04-01,"October 12, 2020","Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada|University Health Network, Toronto, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04453774,Canada,,4.0,2023,Saturday
3834,3835,Tocilizumab for the Treatment of Cytokine Release Syndrome in Patients With COVID-19 (SARS-CoV-2 Infection),Withdrawn,Other: Best Practice|Biological: Tocilizumab,All,"18 Years and older   (Adult, Older Adult)",Phase 3,0.0,"April 7, 2020",2020-06-02,"June 18, 2020","Emory University Hospital/Winship Cancer Institute, Atlanta, Georgia, United States",https://ClinicalTrials.gov/show/NCT04361552,Georgia,,6.0,2020,Tuesday
3835,3836,Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure,Terminated,Drug: RoActemra iv|Drug: RoActemra sc|Drug: Kevzara sc|Other: Standard medical care,All,"18 Years and older   (Adult, Older Adult)",Phase 2,20.0,"April 5, 2020",2020-10-08,"October 9, 2020","Bispebjerg-Frederiksberg Hospital, Copenhagen, Denmark|Hillerød Hospital, Hillerød, Denmark",https://ClinicalTrials.gov/show/NCT04322773,Denmark,RoActemra iv|RoActemra sc|Kevzara sc,10.0,2020,Thursday
3836,3837,Psychological Impact of COVID19 Among Women Undergoing Infertility Treatment,Not yet recruiting,Other: Online questionnaire,Female,18 Years to 43 Years   (Adult),,600.0,July 2020,2020-12-01,"August 3, 2020","Hôpital Femme Mère Enfant, Bron, France",https://ClinicalTrials.gov/show/NCT04496869,France,,12.0,2020,Tuesday
3837,3838,A Comparison of 3D and 2D Telemedicine During Covid 19,Not yet recruiting,Other: 3D Telemedicine|Other: 2D Telemedicine,All,"1 Year to 95 Years   (Child, Adult, Older Adult)",Not Applicable,80.0,"June 30, 2020",2021-12-31,"April 28, 2020","Canniesburn Regional Plastic Surgery and Burns Unit, Glasgow, Scotland, United Kingdom",https://ClinicalTrials.gov/show/NCT04359225,United Kingdom,,12.0,2021,Friday
3838,3839,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,Recruiting,Biological: Mesenchymal stromal cells,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 1|Phase 2,20.0,"June 12, 2020",2022-09-30,"June 24, 2020","CHU de Liège, Liège, Belgium",https://ClinicalTrials.gov/show/NCT04445454,Belgium,,9.0,2022,Friday
3839,3840,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,Completed,Other: Beck Depression Inventory (BDI),All,"18 Years and older   (Adult, Older Adult)",,97.0,"April 17, 2020",2020-05-01,"June 23, 2020","Sisli Hamidiye Etfal Training and Research Hospital, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04444557,Turkey,,5.0,2020,Friday
3840,3841,"Evaluation of Systemic and Oral Conditions of Pregnant Women and Their Babies, With Exposure to COVID-19 Infection",Not yet recruiting,Other: congenital malformation,Female,"16 Years to 40 Years   (Child, Adult)",,260.0,January 2021,2022-12-01,"December 11, 2020",,https://ClinicalTrials.gov/show/NCT04492449,Undefined,,12.0,2022,Thursday
3841,3842,Orthopaedic Conservative Treatment in the Time of Covid-19 Pandemic,"Active, not recruiting",Procedure: Observation for study group,All,85 Years and older   (Older Adult),,262.0,"March 11, 2020",2020-12-01,"November 16, 2020","SBU Prof. Cemil Tascioglu City Hospital, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04623346,Turkey,,12.0,2020,Tuesday
3842,3843,"Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers","Active, not recruiting",Drug: INO-4800|Device: CELLECTRA® 2000,All,"18 Years and older   (Adult, Older Adult)",Phase 1,120.0,"April 3, 2020",2021-07-01,"September 21, 2020","Central Kentucky Research Associates, Lexington, Kentucky, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04336410,United States,INO-4800,7.0,2021,Thursday
3843,3844,Evaluation of Dental Emergency Treatments During COVID19 Crisis,Not yet recruiting,Other: Questionnaire,All,"18 Years and older   (Adult, Older Adult)",,840.0,"April 13, 2020",2020-06-20,"April 21, 2020",,https://ClinicalTrials.gov/show/NCT04354272,Undefined,,6.0,2020,Saturday
3844,3845,Mask Usage and Exercise During the COVİD-19 Pandemic,Recruiting,,All,"18 Years to 65 Years   (Adult, Older Adult)",,60.0,"July 20, 2020",2021-09-30,"August 6, 2020","KTO Karatay University, Konya, Karatay, Turkey",https://ClinicalTrials.gov/show/NCT04498546,Turkey,,9.0,2021,Thursday
3845,3846,"SeroCOVIDial Study: Assessment of COVID-19 Seroconversion in Patients on Chronic Hemodialysis and in Their Caregivers, a Cohort Study",Recruiting,Biological: Blood sample|Biological: Serum tube collection,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,800.0,"June 5, 2020",2020-12-15,"June 17, 2020","Assistance Publique Hôpitaux de Marseille, Marseille, Paca, France",https://ClinicalTrials.gov/show/NCT04420338,France,,12.0,2020,Tuesday
3846,3847,Inhaled Corticosteroid Treatment of COVID19 Patients With Pneumonia,Recruiting,Drug: Inhaled budesonide,All,"18 Years to 79 Years   (Adult, Older Adult)",Phase 4,300.0,"April 21, 2020",2020-10-18,"July 23, 2020","Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|Hospital Universitari de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain|Hospital de Sabadell-Parc Tauli, Sabadell, Barcelona, Spain|Hospital del Mar, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Clinic of Barcelona, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04355637,Spain,Inhaled budesonide,10.0,2020,Sunday
3847,3848,Ayurveda for Flu Like Illness During Covid-19 Outbreak,Completed,Dietary Supplement: Ayurveda|Other: Usual Care,All,18 Years to 60 Years   (Adult),Not Applicable,32.0,"March 6, 2020",2020-04-12,"April 17, 2020","Aarogyam, Leicester, United Kingdom",https://ClinicalTrials.gov/show/NCT04351542,United Kingdom,,4.0,2020,Sunday
3848,3849,The Development of Pancreatic Injury in the Course of Severe Acute Respiratory Syndrome Coronavirus 2 Infection,Completed,Other: biochemical analysis,All,"18 Years and older   (Adult, Older Adult)",,500.0,"March 1, 2020",2020-06-12,"June 16, 2020","Usak University Training and Research Hospital, Usak, Turkey",https://ClinicalTrials.gov/show/NCT04433754,Turkey,,6.0,2020,Friday
3849,3850,SARS-CoV 2 in Personal Protective Equipment,Not yet recruiting,,All,"16 Years and older   (Child, Adult, Older Adult)",,16.0,"May 15, 2020",2020-07-30,"May 21, 2020",,https://ClinicalTrials.gov/show/NCT04398043,Undefined,,7.0,2020,Thursday
3850,3851,The Impact of Covid-19 Pandemic on Colorectal Cancer Prevention Due to Delays in Diagnosis: a Global Study,Not yet recruiting,Other: Colonoscopy,All,"Child, Adult, Older Adult",,1000.0,"December 16, 2020",2021-03-31,"November 20, 2020",,https://ClinicalTrials.gov/show/NCT04637893,Undefined,,3.0,2021,Wednesday
3851,3852,Demographics and Outcomes of COVID 19 in Pregnancy at a Community Based Hospital,Not yet recruiting,Other: COVID positive via testing,Female,18 Years to 50 Years   (Adult),,200.0,May 2020,2020-12-01,"May 13, 2020",,https://ClinicalTrials.gov/show/NCT04385914,Undefined,,12.0,2020,Tuesday
3852,3853,imPROving prenaTal carE During ConfinemenT,"Active, not recruiting",Other: Remote consultation,Female,"18 Years and older   (Adult, Older Adult)",,108.0,"April 25, 2020",2021-09-30,"July 29, 2020","Maternité Régionale Universitaire de Nancy, Nancy, France",https://ClinicalTrials.gov/show/NCT04368832,France,,9.0,2021,Thursday
3853,3854,"Study to Assess the Safety, Tolerability, and Pharmacokinetics of HFB30132A Against COVID-19 in Healthy Adults",Recruiting,Drug: HFB30132A|Other: Placebo,All,18 Years to 60 Years   (Adult),Phase 1,24.0,October 2020,2021-07-01,"October 19, 2020","Medpace Clinical Pharmacology Unit, Cincinnati, Ohio, United States",https://ClinicalTrials.gov/show/NCT04590430,United States,HFB30132A,7.0,2021,Thursday
3854,3855,Dietary Diversity of Young Children During CoVID-19 Outbreak: A Longitudinal Study,Recruiting,"Other: Dietary counselling on Food Groups according to IYC Feeding practices, WHO",All,6 Months to 6 Years   (Child),,300.0,"June 6, 2020",2021-05-31,"June 25, 2020","University of Malaya Medical Center, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://ClinicalTrials.gov/show/NCT04447209,Malaysia,,5.0,2021,Monday
3855,3856,RT-PCR on Conjunctival Sample for the Detection of SARS-CoV-2 in Patients With Covid-19,Recruiting,Diagnostic Test: conjunctival RT PCR,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,68.0,"May 15, 2020",2020-11-15,"August 18, 2020","Centre Hospitalier de versailles, Le Chesnay, France",https://ClinicalTrials.gov/show/NCT04397666,France,,11.0,2020,Sunday
3856,3857,A Survey to Assess Effects of Covid-19 on Cardiovascular Patients,Recruiting,"Other: Symptomatology, Treatment. daily Activities and Anxiety for Cardiovascular patients Survey (STRATA)",All,"18 Years to 80 Years   (Adult, Older Adult)",,76.0,"May 15, 2019",2021-07-15,"August 11, 2020","Centro de Insuficiencia Cardiaca Instituto Nacional de Cardiologia, Mexico City, Mexico",https://ClinicalTrials.gov/show/NCT04508920,Mexico,,7.0,2021,Thursday
3857,3858,Comparison of Tocilizumab Plus Dexamethasone vs. Dexamethasone for Patients With Covid-19,Recruiting,Drug: Tocilizumab|Drug: Dexamethasone,All,"18 Years and older   (Adult, Older Adult)",Phase 2,120.0,"July 16, 2020",2021-12-31,"August 18, 2020","CH Andrée Rosemon, Cayenne, French Guiana",https://ClinicalTrials.gov/show/NCT04476979,French Guiana,Tocilizumab|Dexamethasone,12.0,2021,Friday
3858,3859,Turkish of the SARS-CoV-2 Anxiety Scale,Recruiting,Other: survey work,All,18 Years to 60 Years   (Adult),Not Applicable,300.0,"July 24, 2020",2020-12-24,"July 29, 2020","Eskisehir Osmangazi University, Eskisehir, Turkey",https://ClinicalTrials.gov/show/NCT04490473,Turkey,,12.0,2020,Thursday
3859,3860,GlobalSurg-CovidSurg Week,Not yet recruiting,,All,"Child, Adult, Older Adult",,1000.0,"October 1, 2020",2020-12-01,"August 12, 2020",,https://ClinicalTrials.gov/show/NCT04509986,Undefined,,12.0,2020,Tuesday
3860,3861,Evaluation of Clinical Characteristics and Outcome of COVID19 Pneumonia in Assiut University Hospital,Not yet recruiting,Device: CT of the chest,All,"18 Years to 99 Years   (Adult, Older Adult)",,100.0,August 2020,2021-09-01,"July 22, 2020",,https://ClinicalTrials.gov/show/NCT04481360,Undefined,,9.0,2021,Wednesday
3861,3862,"The Use of Angiotensin Converting Enzyme Inhibitors and Incident Respiratory Infections, Are They Harmful or Protective?","Active, not recruiting",Drug: ACE inhibitor,All,"18 Years and older   (Adult, Older Adult)",,1302508.0,"January 1, 1998",2021-03-31,"November 13, 2020",,https://ClinicalTrials.gov/show/NCT04322786,Undefined,ACE inhibitor,3.0,2021,Wednesday
3862,3863,"A Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Orally Inhaled Aerosolized Hydroxychloroquine Sulfate in Healthy Adult Volunteers",Completed,Drug: Aerolized Hydroxychloroquine Sulfate|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1,12.0,"June 25, 2020",2020-08-17,"October 8, 2020","The Rockefeller University, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04461353,United States,Aerolized Hydroxychloroquine Sulfate,8.0,2020,Monday
3863,3864,Evaluate the Working Environments of Individuals Working From Home During Covid-19 Outbreak,Not yet recruiting,,All,"18 Years to 65 Years   (Adult, Older Adult)",,500.0,"April 10, 2020",2020-07-01,"April 10, 2020",,https://ClinicalTrials.gov/show/NCT04342208,Undefined,,7.0,2020,Wednesday
3864,3865,Home-based Exercise Training During Covid-19 Pandemic in Post-bariatric,Recruiting,Other: Home-based exercise,All,"18 Years to 80 Years   (Adult, Older Adult)",Not Applicable,70.0,"May 10, 2020",2021-02-01,"June 11, 2020","Univsersity of Sao Paulo, Sao Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04425005,Brazil,,2.0,2021,Monday
3865,3866,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study,Recruiting,Procedure: Prone positioning,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,25.0,"April 1, 2020",2020-05-01,"April 14, 2020","CHI Aix-Pertuis, Aix-en-Provence, France",https://ClinicalTrials.gov/show/NCT04344106,France,,5.0,2020,Friday
3866,3867,Evaluation of Lymphedema Patients Status During Covid-19 Pandemic,Completed,,All,"18 Years and older   (Adult, Older Adult)",,60.0,"June 1, 2020",2020-08-01,"October 8, 2020","Fatih Sultan Mehmet Training and Research Hospital, Istanbul, Ataşehir, Turkey",https://ClinicalTrials.gov/show/NCT04568005,Turkey,,8.0,2020,Saturday
3867,3868,Study to Assess VPM1002 in Reducing Hospital Admissions and/or Severe Respiratory Infectious Diseases in Elderly in COVID-19 Pandemic,Recruiting,Biological: VPM1002|Biological: Placebo,All,"60 Years and older   (Adult, Older Adult)",Phase 3,2038.0,"June 18, 2020",2021-09-30,"December 1, 2020","Hautarztpraxis Dres. Leitz & Kollegen, Stuttgart, Baden-Württemberg, Germany|MECS Cottbus GmbH, Cottbus, Brandenburg, Germany|Studienzentrum Dr. Keller, Frankfurt, Hessen, Germany|Klinische Forschung Hannover Mitte GmbH, Hannover, Niedersachsen, Germany|Medizinische Hochschule Hannover, Hannover, Niedersachsen, Germany|Medizentrum Essen Borbeck, Essen, Nordrhein-Westfalen, Germany|BAG Dres. med. Quist PartG, Mainz, Rheinland-Pfalz, Germany|SIBAmed GmbH & Co. KG, Leipzig, Sachsen, Germany|SocraTec R&D GmbH, Erfurt, Thüringen, Germany|emovis GmbH, Berlin, Germany|Klinische Forschung Berlin GbR, Berlin, Germany|Klinische Forschung Hamburg GmbH, Hamburg, Germany",https://ClinicalTrials.gov/show/NCT04435379,Germany,,9.0,2021,Thursday
