,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start Date,Completion Date,Locations,URL
1799,1799,Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial,Recruiting,Biological: Plasma exchange|Drug: Standar medical treatmen,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,116.0,"April 29, 2020","August 29, 2021",Spain,https://ClinicalTrials.gov/show/NCT04374539
1800,1800,Home-based Aerobic Training Among Adolescents With Chronic Diseases During COVID-19 Pandemic,Recruiting,Other: Exercise training group,All,"10 Years to 19 Years   (Child, Adult)",Not Applicable,140.0,July 2020,June 2021,Brazil,https://ClinicalTrials.gov/show/NCT04458246
1801,1801,Treatment and Prevention of Traditional Chinese Medicines (TCMs) on COVID-19 Infection,Recruiting,"Drug: Conventional medicines (Oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and Traditional Chinese Medicines (TCMs) granules|Drug: Conventional medicines (Oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",All,"14 Years to 80 Years   (Child, Adult, Older Adult)",Not Applicable,150.0,"January 22, 2020","January 22, 2021",China,https://ClinicalTrials.gov/show/NCT04251871
1802,1802,Feasibility of Online Based Mindfulness Interventions During COVID-19 Outbreak,Not yet recruiting,Behavioral: online mindfulness group,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30.0,"August 1, 2020","July 30, 2021",Hong Kong,https://ClinicalTrials.gov/show/NCT04346082
1803,1803,Convalescent Plasma Therapy on Critically-ill Novel Coronavirus (COVID-19) Patients,Completed,Biological: Convalescent plasma|Drug: Hydroxychloroquin with Azithromycin,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,49.0,"April 3, 2020","June 1, 2020",Iraq,https://ClinicalTrials.gov/show/NCT04441424
1804,1804,Feasibility of Non-contact Magnetically-controlled Capsule Endoscopy During COVID-19 Pandemic,Completed,Device: non-contact magnetically-controlled capsule endoscopy,All,"18 Years to 80 Years   (Adult, Older Adult)",Not Applicable,40.0,"March 26, 2020","May 20, 2020",China,https://ClinicalTrials.gov/show/NCT04389333
1805,1805,Awake Prone Position to Reduce Ventilation Inhomogeneity in COVID-19 Acute Respiratory Failure,Recruiting,Other: physiological effects of awake prone position in COVID 19 patients,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,20.0,"April 4, 2020","January 31, 2021",France,https://ClinicalTrials.gov/show/NCT04632602
1806,1806,The Effects of Attention Training on Emotion Regulation and Stress Related Complaints During COVID-19,Not yet recruiting,Behavioral: Behavioral: OCAT-sham|Behavioral: Behavioral: OCAT|Other: psycho-education video,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,100.0,"April 20, 2020",August 2020,Belgium,https://ClinicalTrials.gov/show/NCT04367636
1807,1807,A Web-Based Gentle Body Stretching to Alleviate Loneliness and Improve Mental Fitness During COVID-19 Isolation Period,Recruiting,Behavioral: Mindfulness intervention|Behavioral: Non-Mindfulness intervention,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,70.0,"August 26, 2020",December 2020,Malaysia,https://ClinicalTrials.gov/show/NCT04394013
1808,1808,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),"Active, not recruiting",Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630.0,"April 1, 2020","August 30, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04322123
1809,1809,Predicting the Progression to Chronic Fibrosis of Lung Lesions Related to Covid-19 Infection From Chest CT Images,Recruiting,Other: CHEST CT SCAN,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"June 8, 2020","November 8, 2021",France,https://ClinicalTrials.gov/show/NCT04483752
1810,1810,Clinic-based HPV and COVID-19 Vaccine Promoting Intervention for AfAm Adolescents in Alabama,Not yet recruiting,"Behavioral: Intervention, TBN",All,15 Years to 17 Years   (Child),Not Applicable,4.0,"January 1, 2021","June 30, 2023",United States,https://ClinicalTrials.gov/show/NCT04604743
1811,1811,Eltrombopag Plus rhTPO Versus Eltrombopag for ITP During the COVID-19 Pandemic (ELABORATE-19),Recruiting,Drug: Eltrombopag|Drug: rhTPO,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,120.0,"August 31, 2020",August 2022,China,https://ClinicalTrials.gov/show/NCT04516837
1812,1812,Breastfeeding Education in the Time of COVID-19,Recruiting,Behavioral: Telesimulation,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,39.0,"July 31, 2020","September 30, 2021",United States,https://ClinicalTrials.gov/show/NCT04519216
1813,1813,Effects of Online and Recovery-oriented Peer Support Groups Facilitated by Peer Support Workers in Times of COVID-19,"Active, not recruiting","Behavioral: Transitional Online Peer Support Group (n=20)|Other: Control Group (pharmacotherapy and/or psychotherapy, n=10)",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30.0,"August 25, 2020",December 2020,Canada,https://ClinicalTrials.gov/show/NCT04445324
1814,1814,A Phase 1b Trial to Evaluate Safety and Effect of SAR443122 on Immune System in Severe COVID-19,Completed,Drug: SAR443122|Drug: Placebo,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1,68.0,"July 17, 2020","October 23, 2020",Argentina,https://ClinicalTrials.gov/show/NCT04469621
1815,1815,STAND UP to SARS-CoV-2 (COVID-19): Using Behavioural Economics to Reduce Sedentary Behaviour in At-home Office Workers,Recruiting,Behavioral: Assigned Strategies: Opt-in|Behavioral: Assigned Strategies: Active Choice|Behavioral: Assigned Strategies: Enhanced Active Choice|Behavioral: Choice of Assignment: Opt-in|Behavioral: Choice of Assignment: Active Choice|Behavioral: Choice of Assignment: Enhanced Active Choice,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,145.0,"September 7, 2020",December 2020,Canada,https://ClinicalTrials.gov/show/NCT04488796
1816,1816,A Randomized Controlled Feasibility Study of Emotional Well-being of Adolescents Undergoing a Mindfulness Training During COVID-19,Completed,"Behavioral: Training for Awareness, Resilience, and Action (TARA)",All,"14 Years to 18 Years   (Child, Adult)",Not Applicable,21.0,"October 18, 2019","May 20, 2020",United States,https://ClinicalTrials.gov/show/NCT04548544
1817,1817,Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19,Recruiting,Drug: Ruconest,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2,120.0,"November 30, 2020","November 30, 2021",Jersey,https://ClinicalTrials.gov/show/NCT04530136
1818,1818,Human Convalescent Plasma for High Risk Children Exposed or Infected With SARS-CoV-2 (COVID-19),Recruiting,Biological: Anti-SARS-CoV-2 Human Convalescent Plasma,All,"1 Month to 18 Years   (Child, Adult)",Phase 1,30.0,"May 28, 2020","May 28, 2022",United States,https://ClinicalTrials.gov/show/NCT04377672
1819,1819,Low-flow Extracorporeal Carbon Dioxide Removal in COVID-19-associated Acute Respiratory Distress Syndrome,Recruiting,Device: ECCO2R,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,20.0,"May 3, 2020","October 1, 2021",Germany,https://ClinicalTrials.gov/show/NCT04351906
1820,1820,Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection,Recruiting,Drug: NORS (Nitric Oxide Releasing Solution),All,"19 Years and older   (Adult, Older Adult)",Phase 2,200.0,"May 8, 2020","September 30, 2020",Canada,https://ClinicalTrials.gov/show/NCT04337918
1821,1821,COMPASS Study: an Online Cognitive-behavioural Therapy (CBT) Program Treating Anxiety and Low Mood in Long-term Conditions During the COVID-19 Pandemic,Not yet recruiting,Behavioral: COMPASS|Behavioral: Standard charity resources,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,"September 28, 2020","June 1, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04535778
1822,1822,Use of cSVF Via IV Deployment for Residual Lung Damage After Symptomatic COVID-19 Infection,Recruiting,Procedure: Microcannula Harvest Adipose Derived tissue stromal vascular fraction (tSVF)|Device: Centricyte 1000|Procedure: IV Deployment Of cSVF In Sterile Normal Saline IV Solution|Drug: Liberase Enzyme (Roche)|Drug: Sterile Normal Saline for Intravenous Use,All,"18 Years to 90 Years   (Adult, Older Adult)",Early Phase 1,10.0,"March 25, 2020","December 31, 2021",United States,https://ClinicalTrials.gov/show/NCT04326036
1823,1823,Online Multi-component Psychological Intervention for Prevention of Grief Disorder Due to COVID-19,Not yet recruiting,Behavioral: Online Intervention Grief COVID-19,All,18 Years to 60 Years   (Adult),Not Applicable,42.0,"December 15, 2020","June 1, 2021",Mexico,https://ClinicalTrials.gov/show/NCT04638842
1824,1824,Simple Cognitive Task Intervention After Trauma During COVID-19 In Hospital Staff EKUT-P RCT,Recruiting,Behavioral: Simple cognitive task intervention|Behavioral: Attention Placebo,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,164.0,"September 30, 2020","August 1, 2021",Sweden,https://ClinicalTrials.gov/show/NCT04460014
1825,1825,Training the Innate Immune System Against SARS-CoV-2 (COVID-19) Using the Shingrix Vaccine in Nursing Home Residents,Recruiting,"Biological: SHINGRIX (Zoster Vaccine REcombinant, Adjuvanted)|Drug: Normal Saline",All,65 Years to 100 Years   (Older Adult),Early Phase 1,250.0,"September 1, 2020","September 1, 2021",United States,https://ClinicalTrials.gov/show/NCT04523246
1826,1826,Convalescent Antibodies Infusion in COVID 19 Patients,Not yet recruiting,Biological: Anti-coronavirus antibodies (immunoglobulins) obtained with DFPP form convalescent patients,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,10.0,June 2020,September 2020,Italy,https://ClinicalTrials.gov/show/NCT04418531
1827,1827,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),Completed,Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440.0,"March 28, 2020","June 14, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04321278
1828,1828,A Study in Healthy Subjects to Assess Bioavailability (Proportion of a Drug Which Enters the Circulation to Have an Active Effect) of Acalabrutinib Tablet and Protonpump Inhibitor Effect (Members of a Class of Medications That Inhibits in Gastric Acid Production) for Rabeprazole,Recruiting,Drug: Acalabrutinib Treatment A|Drug: Acalabrutinib Treatment B|Drug: Acalabrutinib Treatment C|Drug: Acalabrutinib Treatment D,All,18 Years to 55 Years   (Adult),Phase 1,40.0,"October 12, 2020","November 30, 2020",Germany,https://ClinicalTrials.gov/show/NCT04564040
1829,1829,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,"Active, not recruiting",Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation.|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 3,320.0,"April 8, 2020",December 2020,Russian Federation,https://ClinicalTrials.gov/show/NCT04346693
1830,1830,ASC Therapy for Patients With Severe Respiratory COVID-19,Withdrawn,Drug: Stem Cell Product,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,0.0,"April 20, 2020","April 30, 2021",Denmark,https://ClinicalTrials.gov/show/NCT04341610
1831,1831,Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,Recruiting,Drug: Azithromycin|Drug: Hydroxychloroquine|Drug: Placebo oral tablet,All,"Child, Adult, Older Adult",Phase 2,226.0,"April 6, 2020","March 31, 2021",Denmark,https://ClinicalTrials.gov/show/NCT04322396
1832,1832,"""Increasing Physical Activity in Canadian Adults Affected by COVID-19 Social Distancing Restrictions: A Feasibility Trial of an Online Intervention""",Recruiting,Behavioral: Digital Health Online Platform,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,40.0,"May 20, 2020",January 2021,Canada,https://ClinicalTrials.gov/show/NCT04400305
1833,1833,Systems Analyses of the Immune Response to the Seasonal Influenza Vaccine,Recruiting,Biological: Flucelvax|Biological: Fluvirin|Biological: Fluzone High Dose,All,"18 Years and older   (Adult, Older Adult)",Phase 2,300.0,"October 2, 2019","December 31, 2025",United States,https://ClinicalTrials.gov/show/NCT04025580
1834,1834,To Assess the Efficiency and Satisfaction of Pharmacist Giving Patient-centred Advice on Telephone Consultation in TB Patients: Experience of the COVID-19 Pandemic,Recruiting,Behavioral: Patient-centred advice on Telephone Consultation in TB Patients:,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,"April 20, 2020","December 20, 2020",Pakistan,https://ClinicalTrials.gov/show/NCT04412239
1835,1835,Clinical Trial of Pioglitazone Treatment in Patients With Type 2 Diabetes Mellitus and Covid-19,Recruiting,Drug: Pioglitazone 30 mg|Other: standard of care,All,"18 Years and older   (Adult, Older Adult)",Phase 4,76.0,"September 18, 2020","April 10, 2021",Spain,https://ClinicalTrials.gov/show/NCT04535700
1836,1836,Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients - Sarilumab Trial - CORIMUNO-19 - SARI,"Active, not recruiting",Drug: Sarilumab,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,239.0,"March 27, 2020","December 31, 2021",France,https://ClinicalTrials.gov/show/NCT04324073
1837,1837,COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial),Recruiting,"Drug: cholecalciferol 200,000 IU|Drug: cholecalciferol 50,000 IU",All,65 Years and older   (Older Adult),Phase 3,260.0,"April 15, 2020",May 2021,France,https://ClinicalTrials.gov/show/NCT04344041
1838,1838,Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia,Recruiting,Biological: Plasma|Other: Best Available Therapy,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,"April 27, 2020","May 30, 2021",Mexico,https://ClinicalTrials.gov/show/NCT04358783
1839,1839,Personalised Electronic Record Supported Optimisation When Alone for Patients With Hypertension- Pilot Study for Remote Medical Management of Hypertension During the COVID-19 Pandemic,Recruiting,Drug: Amlodipine,All,"18 Years and older   (Adult, Older Adult)",Phase 4,1000.0,"October 23, 2020","July 31, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04559074
1840,1840,Ascending Dose Study of Investigational SARS-CoV-2 Vaccine ARCT-021 in Healthy Adult Subjects,Recruiting,Biological: ARCT-021 Dose 1|Biological: ARCT-021 Dose 2|Biological: ARCT-021 Dose 3|Biological: ARCT-021 Dose 4|Biological: ARCT-021 Dose Regimen 1|Biological: ARCT-021 Dose Regimen 2|Other: Placebo,All,"21 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,92.0,"August 4, 2020",January 2021,Singapore,https://ClinicalTrials.gov/show/NCT04480957
1841,1841,Camostat Mesilate Treating Patients With Hospitalized Patients With COVID-19,Recruiting,Drug: Camostat Mesilate|Other: Standard of Care,All,"18 Years and older   (Adult, Older Adult)",Phase 2,264.0,"July 28, 2020","September 15, 2022",United States,https://ClinicalTrials.gov/show/NCT04470544
1842,1842,"Tele-Wellness Supported App for Family Child Care Home Providers and Families to Promote Health, Family Engagement, and School Readiness Amid COVID-19",Enrolling by invitation,Device: FamilyChildCare (provisional name of app),All,"3 Years to 99 Years   (Child, Adult, Older Adult)",Not Applicable,270.0,December 2020,September 2021,United States,https://ClinicalTrials.gov/show/NCT04453657
1843,1843,Somerset and South Essex Coronavirus Antigen Testing,Not yet recruiting,Diagnostic Test: PCL COV05 - COVID 19 Ag Rapid FIA test (Rapid Antigen Test),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,June 2020,August 2021,United Kingdom,https://ClinicalTrials.gov/show/NCT04403906
